name,size,images,current_price,rating,num_reviews,comfort,best for,mattress type,height,Cooling TechYeslogy,Motion Separation,Pressure Relief,Support,Adjustable Base Friendly,Breathable,Mattress in a Box,ProductID
"Beautyrest BR800 12"" Medium Mattress",Queen,"['images/Beautyrest_BR800_12_Medium_Mattress/image_1.jpg', 'images/Beautyrest_BR800_12_Medium_Mattress/image_2.jpg', 'images/Beautyrest_BR800_12_Medium_Mattress/image_3.jpg']",399.99,4.0,2134.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"12""",Yes,Yes,Yes,Yes,Yes,Yes,No,2
"Beautyrest BR800 12"" Medium Mattress",King,"['images/Beautyrest_BR800_12_Medium_Mattress/image_1.jpg', 'images/Beautyrest_BR800_12_Medium_Mattress/image_2.jpg', 'images/Beautyrest_BR800_12_Medium_Mattress/image_3.jpg']",519.99,4.0,2134.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"12""",Yes,Yes,Yes,Yes,Yes,Yes,No,2
"Beautyrest BR800 12"" Medium Mattress",Cal King,"['images/Beautyrest_BR800_12_Medium_Mattress/image_1.jpg', 'images/Beautyrest_BR800_12_Medium_Mattress/image_2.jpg', 'images/Beautyrest_BR800_12_Medium_Mattress/image_3.jpg']",519.99,4.0,2134.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"12""",Yes,Yes,Yes,Yes,Yes,Yes,No,2
"Beautyrest Silver® BRS900 11.75"" Extra Firm Mattress",Twin,"['images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_1.jpg', 'images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_2.jpg']",462.99,4.2,2066.0,Extra Firm,Back and Stomach Sleepers,Innerspring,"11.75""",Yes,Yes,Yes,Yes,Yes,Yes,No,3
"Beautyrest Silver® BRS900 11.75"" Extra Firm Mattress",Twin XL,"['images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_1.jpg', 'images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_2.jpg']",524.99,4.2,2066.0,Extra Firm,Back and Stomach Sleepers,Innerspring,"11.75""",Yes,Yes,Yes,Yes,Yes,Yes,No,3
"Beautyrest Silver® BRS900 11.75"" Extra Firm Mattress",Full,"['images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_1.jpg', 'images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_2.jpg']",524.99,4.2,2066.0,Extra Firm,Back and Stomach Sleepers,Innerspring,"11.75""",Yes,Yes,Yes,Yes,Yes,Yes,No,3
"Beautyrest Silver® BRS900 11.75"" Extra Firm Mattress",Queen,"['images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_1.jpg', 'images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_2.jpg']",539.99,4.2,2066.0,Extra Firm,Back and Stomach Sleepers,Innerspring,"11.75""",Yes,Yes,Yes,Yes,Yes,Yes,No,3
"Beautyrest Silver® BRS900 11.75"" Extra Firm Mattress",King,"['images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_1.jpg', 'images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_2.jpg']",655.99,4.2,2066.0,Extra Firm,Back and Stomach Sleepers,Innerspring,"11.75""",Yes,Yes,Yes,Yes,Yes,Yes,No,3
"Beautyrest Silver® BRS900 11.75"" Extra Firm Mattress",Cal King,"['images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_1.jpg', 'images/Beautyrest_Silver®_BRS900_11.75_Extra_Firm_Mattress/image_2.jpg']",655.99,4.2,2066.0,Extra Firm,Back and Stomach Sleepers,Innerspring,"11.75""",Yes,Yes,Yes,Yes,Yes,Yes,No,3
Sleepy's By Sealy Memory Foam Medium Mattress,Twin,"['images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_2.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_3.jpg']",244.99,4.3,1813.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
Sleepy's By Sealy Memory Foam Medium Mattress,Twin XL,"['images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_2.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_3.jpg']",279.99,4.3,1813.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
Sleepy's By Sealy Memory Foam Medium Mattress,Full,"['images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_2.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_3.jpg']",349.99,4.3,1813.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
Sleepy's By Sealy Memory Foam Medium Mattress,Queen,"['images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_2.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_3.jpg']",391.99,4.3,1813.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
Sleepy's By Sealy Memory Foam Medium Mattress,King,"['images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_2.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_3.jpg']",461.99,4.3,1813.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
Sleepy's By Sealy Memory Foam Medium Mattress,Cal King,"['images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_2.jpg', 'images/Sleepys_By_Sealy_Memory_Foam_Medium_Mattress/image_3.jpg']",461.99,4.3,1813.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,4
"Nectar Classic 12"" Firm Memory Foam Mattress",Twin,"['images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_1.jpg', 'images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_2.jpg']",349.99,4.0,17.0,Firm," Back and Stomach Sleepers, Pain and Bed Partner",Memory Foam,,No,No,No,No,No,No,No,5
"Nectar Classic 12"" Firm Memory Foam Mattress",Twin XL,"['images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_1.jpg', 'images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_2.jpg']",549.99,4.0,17.0,Firm," Back and Stomach Sleepers, Pain and Bed Partner",Memory Foam,,No,No,No,No,No,No,No,5
"Nectar Classic 12"" Firm Memory Foam Mattress",Full,"['images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_1.jpg', 'images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_2.jpg']",599.99,4.0,17.0,Firm," Back and Stomach Sleepers, Pain and Bed Partner",Memory Foam,,No,No,No,No,No,No,No,5
"Nectar Classic 12"" Firm Memory Foam Mattress",Queen,"['images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_1.jpg', 'images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_2.jpg']",649.99,4.0,17.0,Firm," Back and Stomach Sleepers, Pain and Bed Partner",Memory Foam,,No,No,No,No,No,No,No,5
"Nectar Classic 12"" Firm Memory Foam Mattress",King,"['images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_1.jpg', 'images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_2.jpg']",849.99,4.0,17.0,Firm," Back and Stomach Sleepers, Pain and Bed Partner",Memory Foam,,No,No,No,No,No,No,No,5
"Nectar Classic 12"" Firm Memory Foam Mattress",Cal King,"['images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_1.jpg', 'images/Nectar_Classic_12_Firm_Memory_Foam_Mattress/image_2.jpg']",849.99,4.0,17.0,Firm," Back and Stomach Sleepers, Pain and Bed Partner",Memory Foam,,No,No,No,No,No,No,No,5
"Beautyrest BR800 13.5"" Medium Pillow Top Mattress",Twin,"['images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_1.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_2.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_3.jpg']",367.99,4.1,1085.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"13.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,6
"Beautyrest BR800 13.5"" Medium Pillow Top Mattress",Twin XL,"['images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_1.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_2.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_3.jpg']",471.99,4.1,1085.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"13.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,6
"Beautyrest BR800 13.5"" Medium Pillow Top Mattress",Full,"['images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_1.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_2.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_3.jpg']",471.99,4.1,1085.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"13.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,6
"Beautyrest BR800 13.5"" Medium Pillow Top Mattress",Full XL,"['images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_1.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_2.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_3.jpg']",487.99,4.1,1085.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"13.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,6
"Beautyrest BR800 13.5"" Medium Pillow Top Mattress",Queen,"['images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_1.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_2.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_3.jpg']",487.99,4.1,1085.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"13.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,6
"Beautyrest BR800 13.5"" Medium Pillow Top Mattress",King,"['images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_1.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_2.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_3.jpg']",599.99,4.1,1085.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"13.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,6
"Beautyrest BR800 13.5"" Medium Pillow Top Mattress",Cal King,"['images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_1.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_2.jpg', 'images/Beautyrest_BR800_13.5_Medium_Pillow_Top_Mattress/image_3.jpg']",599.99,4.1,1085.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"13.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,6
"Sealy Posturepedic® Hybrid Lacey 13"" Firm Mattress",Twin,"['images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_1.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_2.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_3.jpg']",531.99,4.6,2149.0,Firm,Back and Stomach Sleepers,Hybrid,"13""",Yes,Yes,Yes,Yes,Yes,Yes,No,7
"Sealy Posturepedic® Hybrid Lacey 13"" Firm Mattress",Twin XL,"['images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_1.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_2.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_3.jpg']",567.99,4.6,2149.0,Firm,Back and Stomach Sleepers,Hybrid,"13""",Yes,Yes,Yes,Yes,Yes,Yes,No,7
"Sealy Posturepedic® Hybrid Lacey 13"" Firm Mattress",Full,"['images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_1.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_2.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_3.jpg']",638.99,4.6,2149.0,Firm,Back and Stomach Sleepers,Hybrid,"13""",Yes,Yes,Yes,Yes,Yes,Yes,No,7
"Sealy Posturepedic® Hybrid Lacey 13"" Firm Mattress",Queen,"['images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_1.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_2.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_3.jpg']",679.99,4.6,2149.0,Firm,Back and Stomach Sleepers,Hybrid,"13""",Yes,Yes,Yes,Yes,Yes,Yes,No,7
"Sealy Posturepedic® Hybrid Lacey 13"" Firm Mattress",King,"['images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_1.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_2.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_3.jpg']",827.99,4.6,2149.0,Firm,Back and Stomach Sleepers,Hybrid,"13""",Yes,Yes,Yes,Yes,Yes,Yes,No,7
"Sealy Posturepedic® Hybrid Lacey 13"" Firm Mattress",Cal King,"['images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_1.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_2.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_3.jpg']",827.99,4.6,2149.0,Firm,Back and Stomach Sleepers,Hybrid,"13""",Yes,Yes,Yes,Yes,Yes,Yes,No,7
"Sealy Posturepedic® Hybrid Lacey 13"" Firm Mattress",Split Cal King,"['images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_1.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_2.jpg', 'images/Sealy_Posturepedic®_Hybrid_Lacey_13_Firm_Mattress/image_3.jpg']",567.99,4.6,2149.0,Firm,Back and Stomach Sleepers,Hybrid,"13""",Yes,Yes,Yes,Yes,Yes,Yes,No,7
Sleepy's By Sealy® Medium Euro Top Mattress,Twin,"['images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_2.jpg']",449.99,4.3,2431.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,8
Sleepy's By Sealy® Medium Euro Top Mattress,Twin XL,"['images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_2.jpg']",499.99,4.3,2431.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,8
Sleepy's By Sealy® Medium Euro Top Mattress,Full,"['images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_2.jpg']",549.99,4.3,2431.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,8
Sleepy's By Sealy® Medium Euro Top Mattress,Full XL,"['images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_2.jpg']",599.99,4.3,2431.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,8
Sleepy's By Sealy® Medium Euro Top Mattress,Queen,"['images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_2.jpg']",599.99,4.3,2431.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,8
Sleepy's By Sealy® Medium Euro Top Mattress,King,"['images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_2.jpg']",799.99,4.3,2431.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,8
Sleepy's By Sealy® Medium Euro Top Mattress,Cal King,"['images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Sleepys_By_Sealy®_Medium_Euro_Top_Mattress/image_2.jpg']",799.99,4.3,2431.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,8
Sleepy's Basic Innerspring Firm Mattress,Twin,"['images/Sleepys_Basic_Innerspring_Firm_Mattress/image_1.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_2.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_3.jpg']",159.99,4.1,7407.0,Firm,Back and Stomach Sleepers,Innerspring,"8.25""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,9
Sleepy's Basic Innerspring Firm Mattress,Full,"['images/Sleepys_Basic_Innerspring_Firm_Mattress/image_1.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_2.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_3.jpg']",179.99,4.1,7407.0,Firm,Back and Stomach Sleepers,Innerspring,"8.25""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,9
Sleepy's Basic Innerspring Firm Mattress,Queen,"['images/Sleepys_Basic_Innerspring_Firm_Mattress/image_1.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_2.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_3.jpg']",209.99,4.1,7407.0,Firm,Back and Stomach Sleepers,Innerspring,"8.25""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,9
Sleepy's Basic Innerspring Firm Mattress,King,"['images/Sleepys_Basic_Innerspring_Firm_Mattress/image_1.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_2.jpg', 'images/Sleepys_Basic_Innerspring_Firm_Mattress/image_3.jpg']",259.99,4.1,7407.0,Firm,Back and Stomach Sleepers,Innerspring,"8.25""",Yes,Yes,Yes,Yes,Yes,Yes,Yes,9
Serta Perfect Sleeper® Charlotte 2.0 Medium Euro Top Mattress,Twin,"['images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_2.jpg']",499.99,4.3,1146.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,10
Serta Perfect Sleeper® Charlotte 2.0 Medium Euro Top Mattress,Twin XL,"['images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_2.jpg']",549.99,4.3,1146.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,10
Serta Perfect Sleeper® Charlotte 2.0 Medium Euro Top Mattress,Full,"['images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_2.jpg']",549.99,4.3,1146.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,10
Serta Perfect Sleeper® Charlotte 2.0 Medium Euro Top Mattress,Queen,"['images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_2.jpg']",599.99,4.3,1146.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,10
Serta Perfect Sleeper® Charlotte 2.0 Medium Euro Top Mattress,King,"['images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_2.jpg']",749.99,4.3,1146.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,10
Serta Perfect Sleeper® Charlotte 2.0 Medium Euro Top Mattress,Cal King,"['images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_1.jpg', 'images/Serta_Perfect_Sleeper®_Charlotte_2.0_Medium_Euro_Top_Mattress/image_2.jpg']",749.99,4.3,1146.0,Medium,"Side, Stomach and Back Sleepers",Innerspring,"10.5""",Yes,Yes,Yes,Yes,Yes,Yes,No,10
"Tulo Bamboo 10"" Medium Plush Green Tea Memory Foam Mattress",Twin,"['images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",215.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",No,No,Yes,Yes,Yes,Yes,Yes,11
"Tulo Bamboo 10"" Medium Plush Green Tea Memory Foam Mattress",Twin XL,"['images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",223.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",No,No,Yes,Yes,Yes,Yes,Yes,11
"Tulo Bamboo 10"" Medium Plush Green Tea Memory Foam Mattress",Full,"['images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",261.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",No,No,Yes,Yes,Yes,Yes,Yes,11
"Tulo Bamboo 10"" Medium Plush Green Tea Memory Foam Mattress",Queen,"['images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",299.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",No,No,Yes,Yes,Yes,Yes,Yes,11
"Tulo Bamboo 10"" Medium Plush Green Tea Memory Foam Mattress",King,"['images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_10_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",337.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"10""",No,No,Yes,Yes,Yes,Yes,Yes,11
"Tulo Bamboo 12"" Medium Plush Green Tea Memory Foam Mattress",Twin,"['images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",250.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"12""",No,No,Yes,Yes,Yes,Yes,Yes,12
"Tulo Bamboo 12"" Medium Plush Green Tea Memory Foam Mattress",Twin XL,"['images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",262.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"12""",No,No,Yes,Yes,Yes,Yes,Yes,12
"Tulo Bamboo 12"" Medium Plush Green Tea Memory Foam Mattress",Full,"['images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",314.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"12""",No,No,Yes,Yes,Yes,Yes,Yes,12
"Tulo Bamboo 12"" Medium Plush Green Tea Memory Foam Mattress",Queen,"['images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",346.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"12""",No,No,Yes,Yes,Yes,Yes,Yes,12
"Tulo Bamboo 12"" Medium Plush Green Tea Memory Foam Mattress",King,"['images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_1.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_2.jpg', 'images/Tulo_Bamboo_12_Medium_Plush_Green_Tea_Memory_Foam_Mattress/image_3.jpg']",406.99,4.2,4571.0,Medium,"Side, Stomach and Back Sleepers",Memory Foam,"12""",No,No,Yes,Yes,Yes,Yes,Yes,12
